,T Crawl [F],Crawl Water Content [lb],Crawl Dry Bulb F,Crawl DP F,DB C,DP C,RH_crawl [%],Incoming Water [lb/hr],Outgoing Water [lb/hr],Condensation per SF [lb],Step
5489,62.8,5.054154032607371,62.8,53.80192103818731,17.11111111111111,12.112178354548506,72.40054533123408,0.9256044369544109,-1.0030627742716252,0.0,5489
5490,62.8,5.053593372849857,62.8,53.798933382166005,17.11111111111111,12.110518545647782,72.39262826778618,0.9682673236780414,-1.001906909128877,0.0,5490
5491,62.8,5.055466605906735,62.8,53.808914346584295,17.11111111111111,12.116063525880165,72.41908005055745,1.152736256331833,-1.0403422729191596,0.0,5491
5492,62.8,5.057445771805688,62.8,53.81945614381566,17.11111111111111,12.121920079897588,72.44702739963805,1.2451512289711704,-1.1264012750338999,0.0,5492
5493,62.8,5.058467985668108,62.8,53.824899399953985,17.11111111111111,12.124944111085547,72.46146172576735,1.472077875226254,-1.410745043481022,0.0,5493
5494,62.8,5.0592339845991345,62.8,53.82897767393748,17.11111111111111,12.127209818854157,72.47227807553675,1.4754362483671568,-1.4294763125056196,0.0,5494
5495,62.8,5.060142712105961,62.8,53.83381513537406,17.11111111111111,12.129897297430034,72.48510977513712,1.4699603152440983,-1.4154366648345351,0.0,5495
5496,62.8,5.060938865571207,62.8,53.838052687845526,17.11111111111111,12.132251493247514,72.49635181738832,1.4184004298311406,-1.3706312219164178,0.0,5496
5497,62.8,5.061587274348551,62.8,53.84150342323617,17.11111111111111,12.134168568464538,72.50550760144147,1.317968562139901,-1.2790640354993068,0.0,5497
5498,62.8,5.061660027514436,62.8,53.84189058008999,17.11111111111111,12.13438365560555,72.50653490234451,1.2835930994626141,-1.2792279095095318,0.0,5498
5499,62.8,5.0619944617739,62.8,53.84367021192717,17.11111111111111,12.135372339959538,72.51125722911058,1.1069105153761283,-1.086844459808246,0.0,5499
5500,62.8,5.062409969832931,62.8,53.84588111670465,17.11111111111111,12.136600620391475,72.51712433341274,1.1130602956969078,-1.0881298121551073,0.0,5500
5501,62.8,5.063052842440861,62.8,53.84930150048729,17.11111111111111,12.138500833604052,72.52620186948873,1.3193850014358988,-1.280812644960075,0.0,5501
5502,62.8,5.063464555107225,62.8,53.85149180060045,17.11111111111111,12.13971766700025,72.53201534704318,1.1130560319310145,-1.088353271949169,0.0,5502
5503,62.8,5.064272541772378,62.8,53.85578980378478,17.11111111111111,12.1421054465471,72.54342426540597,1.4695326282953403,-1.4210534283861365,0.0,5503
5504,62.8,5.064438698590757,62.8,53.85667358198706,17.11111111111111,12.142596434437257,72.54577042339953,1.4312495976860062,-1.4212801885832527,0.0,5504
5505,62.8,5.065431359647989,62.8,53.86195294583245,17.11111111111111,12.145529414351362,72.55978689345945,1.4765680165330404,-1.4170083530990831,0.0,5505
5506,62.8,5.067113864311252,62.8,53.870899054203605,17.11111111111111,12.15049947455756,72.58354384283284,1.5196715942857209,-1.418721314489907,0.0,5506
5507,62.8,5.069211403522121,62.8,53.882048232238446,17.11111111111111,12.156693462354694,72.61316076051352,1.4654675807979818,-1.3396152281458797,0.0,5507
5508,62.8,5.06970042665599,62.8,53.884646972610625,17.11111111111111,12.158137207005904,72.6200656385115,1.1121815973310718,-1.0828402092989708,0.0,5508
5509,62.8,5.070092639618445,62.8,53.8867310873107,17.11111111111111,12.159295048505944,72.6256035686075,1.106477447853036,-1.0829446701056875,0.0,5509
5510,62.8,5.069892288420461,62.8,53.8856664927183,17.11111111111111,12.158703607065723,72.62277467095369,1.0710073792987393,-1.0830284511778403,0.0,5510
5511,62.8,5.069287222402546,62.8,53.8824511595557,17.11111111111111,12.156917310864278,72.61423130440508,1.0139011077625062,-1.0502050688374636,0.0,5511
5512,62.8,5.068830655778579,62.8,53.8800247275975,17.11111111111111,12.155569293109723,72.60778468936697,1.0554624076212318,-1.0828564050591813,0.0,5512
5513,62.8,5.069321034445335,62.8,53.88263084651015,17.11111111111111,12.157017136950087,72.61470872196232,1.1121815973310718,-1.0827588773257133,0.0,5513
5514,62.8,5.070207270518666,62.8,53.88734017795604,17.11111111111111,12.1596334321978,72.62722212043128,1.185882519756239,-1.1327083553563964,0.0,5514
5515,62.8,5.071818223540358,62.8,53.89589866313618,17.11111111111111,12.164388146186766,72.64996815373617,1.513840550282159,-1.4171833689806317,0.0,5515
5516,62.8,5.074167103150466,62.8,53.908373156346116,17.11111111111111,12.171318420192287,72.68313305490149,1.5786131325713715,-1.4376803559649374,0.0,5516
5517,62.8,5.073786410212842,62.8,53.90635171334626,17.11111111111111,12.170195396303479,72.67775790771167,1.2623213848533381,-1.285162961110717,0.0,5517
5518,62.8,5.073873063839194,62.8,53.906811847738254,17.11111111111111,12.170451026521253,72.67898140396291,0.4080818068238727,-0.40288258924275583,0.0,5518
5519,62.8,5.074069423507609,62.8,53.907854499766174,17.11111111111111,12.171030277647874,72.68175388027743,0.4146710500546251,-0.4028894699496934,0.0,5519
5520,62.8,5.074762036702583,62.8,53.91153192441048,17.11111111111111,12.173073291339158,72.69153312305158,0.2995910826081815,-0.2580342909097327,0.0,5520
5521,62.8,5.076354914077522,62.8,53.91998758923087,17.11111111111111,12.17777088290604,72.71402335910815,0.1891244597096146,-0.09355181721324185,0.0,5521
5522,62.8,5.078213758473875,62.8,53.92985211424457,17.11111111111111,12.183251174580317,72.74026859515092,0.1490485815716778,-0.03751791779057111,0.0,5522
5523,62.8,5.080526920451784,62.8,53.94212309772274,17.11111111111111,12.190068387623747,72.77292800904117,0.17632137466359749,-0.03753165598902811,0.0,5523
5524,62.8,5.08228421717707,62.8,53.95144195280939,17.11111111111111,12.19524552933855,72.79773890573844,0.09676270218990872,0.008675101327209915,0.0,5524
5525,62.8,5.0841423312097715,62.8,53.96129229762916,17.11111111111111,12.20071794312731,72.8239729532101,0.1490485815716778,-0.03756173960957499,0.0,5525
5526,62.8,5.085899730824826,62.8,53.970605761909056,17.11111111111111,12.205892089949476,72.84878479708982,0.09676270218990872,0.008681274713387392,0.0,5526
5527,62.8,5.086962584835612,62.8,53.97623703332117,17.11111111111111,12.209020574067317,72.86379058064175,0.22755958993853292,-0.16378834929137503,0.0,5527
5528,62.8,5.084618599204034,62.8,53.963816598608844,17.11111111111111,12.202120332560469,72.8306971664577,1.1463854298353409,-1.2870245677299939,0.0,5528
5529,62.8,5.080685484198805,62.8,53.94296407171641,17.11111111111111,12.190535595398007,72.77516674676347,1.2038425276342235,-1.4398294279479733,0.0,5529
5530,62.8,5.076568575348659,62.8,53.92112161255206,17.11111111111111,12.178400895862254,72.71704008094802,1.1716522701892549,-1.4186668011979928,0.0,5530
5531,62.8,5.070910564611909,62.8,53.89107685716654,17.11111111111111,12.161709365092522,72.63715238628245,0.7937721556824828,-1.1332527998875235,0.0,5531
5532,62.8,5.065860919764506,62.8,53.86423722900017,17.11111111111111,12.14679846055565,72.56585229951196,0.7445262820606336,-1.047504972904819,0.0,5532
5533,62.8,5.059354038474193,62.8,53.82961680562018,17.11111111111111,12.12756489201121,72.47397330174299,0.6321725677145638,-1.0225854451333456,0.0,5533
5534,62.8,5.055051627288153,62.8,53.8067035423265,17.11111111111111,12.114835301292501,72.41322019284793,0.7631273067822586,-1.0212719779446344,0.0,5534
5535,62.8,5.05053376410046,62.8,53.782624038389095,17.11111111111111,12.101457799105054,72.34942316278375,0.7310130519600089,-1.0020848432215996,0.0,5535
5536,62.8,5.045927574282194,62.8,53.75805389342974,17.11111111111111,12.087807718572078,72.28437719455917,0.7239147018305157,-1.000286090926474,0.0,5536
5537,62.8,5.042382148915319,62.8,53.73912834545655,17.11111111111111,12.077293525253639,72.23430958292914,0.8039815332209894,-1.0167070552335051,0.0,5537
5538,62.8,5.040352372291851,62.8,53.72828799266799,17.11111111111111,12.071271107037772,72.20564513404089,0.8932754658348628,-1.0150620632429477,0.0,5538
5539,62.8,5.038315338483556,62.8,53.71740494932044,17.11111111111111,12.065224971844689,72.17687786973326,0.947363003098704,-1.0695850315964068,0.0,5539
5540,62.8,5.037148689683932,62.8,53.71117024384092,17.11111111111111,12.061761246578289,72.16040215037596,1.347920493820809,-1.4179194217982287,0.0,5540
5541,62.8,5.036688919285762,62.8,53.708712822555675,17.11111111111111,12.060396012530932,72.15390912285305,1.3757964447510902,-1.403382668641348,0.0,5541
5542,62.8,5.036945179793137,62.8,53.710082531054304,17.11111111111111,12.061156961696836,72.15752811939618,1.3724535176746817,-1.357077887232221,0.0,5542
5543,62.8,5.036723251084406,62.8,53.708896329116605,17.11111111111111,12.060497960620337,72.15439396829251,1.2528521746075074,-1.266167897131347,0.0,5543
5544,62.8,5.0361716271990495,62.8,53.7059477140392,17.11111111111111,12.058859841132888,72.14660373516988,1.0423877565582367,-1.0754851896796498,0.0,5544
5545,62.8,5.0356278442379585,62.8,53.70304072814333,17.11111111111111,12.057244848968516,72.13892421072698,1.042740424458804,-1.0753674021242494,0.0,5545
5546,62.8,5.0346751768469415,62.8,53.697947226645795,17.11111111111111,12.05441512591433,72.12547019710586,1.0168880525959172,-1.074048096056968,0.0,5546
5547,62.8,5.034998503283514,62.8,53.69967601037801,17.11111111111111,12.055375561321119,72.13003637207633,0.27276699643804386,-0.25336741024373033,0.0,5547
5548,62.8,5.035212206560209,62.8,53.700818598973136,17.11111111111111,12.056010332762854,72.13305439029607,0.10392505672024138,-0.09110286011853161,0.0,5548
5549,62.8,5.035870163839898,62.8,53.70433616879364,17.11111111111111,12.05796453821869,72.14234634974207,0.07548887166562612,-0.036011434884342046,0.0,5549
5550,62.8,5.036121657872701,62.8,53.705680596903264,17.11111111111111,12.058711442724036,72.14589804897415,0.05110578251041028,-0.03601614054216979,0.0,5550
5551,62.8,5.036285180613244,62.8,53.70655471885312,17.11111111111111,12.059197066029512,72.1482073797616,0.4061275481847976,-0.39631618375222805,0.0,5551
5552,62.8,5.035397573856179,62.8,53.70180965087871,17.11111111111111,12.056560917154838,72.13567223152023,1.2141109810012138,-1.2673673864250687,0.0,5552
5553,62.8,5.035000161076419,62.8,53.699684874121125,17.11111111111111,12.055380485622848,72.13005978422171,1.380519721059439,-1.4043644878450927,0.0,5553
5554,62.8,5.03462241323818,62.8,53.6976650971625,17.11111111111111,12.0542583873125,72.12472504268065,1.3775310932598674,-1.4001959635541497,0.0,5554
5555,62.8,5.034502251362832,62.8,53.697022576111685,17.11111111111111,12.05390143117316,72.12302805494812,1.3132097524606865,-1.3204194649816066,0.0,5555
5556,62.8,5.033476595259016,62.8,53.69153770145252,17.11111111111111,12.050854278584733,72.10854316578792,1.0068046466323963,-1.0683440128613149,0.0,5556
5557,62.8,5.03189445252853,62.8,53.68307495394389,17.11111111111111,12.046152752191048,72.08619909704231,0.940029363894695,-1.0349579277238679,0.0,5557
5558,62.8,5.0310022266017675,62.8,53.67830146181347,17.11111111111111,12.043500812118594,72.07359840301916,0.9584922476200455,-1.0120258032258005,0.0,5558
5559,62.8,5.029528324397581,62.8,53.670414285851436,17.11111111111111,12.039119047695243,72.05278269483537,0.9052967526863785,-0.993730884937623,0.0,5559
5560,62.8,5.0276759392903045,62.8,53.66049882753078,17.11111111111111,12.033610459739323,72.02662148200426,0.882296651191681,-0.9934397576282504,0.0,5560
5561,62.8,5.027379136167615,62.8,53.658909793785206,17.11111111111111,12.032727663214004,72.02242970964753,0.9924409494573764,-1.0102491368187394,0.0,5561
5562,62.8,5.028378125830158,62.8,53.664257881014755,17.11111111111111,12.035698822785976,72.03653848629479,1.091717248055513,-1.031777868302959,0.0,5562
5563,62.8,5.030272642932892,62.8,53.67439755734275,17.11111111111111,12.041331976301528,72.06329461973503,1.2276401760424995,-1.1139691498783852,0.0,5563
5564,62.8,5.031443005608369,62.8,53.680659765483256,17.11111111111111,12.044810980824032,72.07982342774997,1.4648240049679162,-1.3946022444392836,0.0,5564
5565,62.8,5.031759831111537,62.8,53.68235476534879,17.11111111111111,12.045752647415995,72.08429787492778,1.4178668517053157,-1.3988573215152404,0.0,5565
5566,62.8,5.031507610814506,62.8,53.681005407716434,17.11111111111111,12.045003004286908,72.08073583153323,1.2469987191983776,-1.2621319370202224,0.0,5566
5567,62.8,5.030642762012055,62.8,53.676378078335304,17.11111111111111,12.042432265741835,72.0685217524227,1.2101777436731305,-1.2620686718202263,0.0,5567
5568,62.8,5.0307878116193985,62.8,53.67715420859141,17.11111111111111,12.042863449217451,72.0705702619049,0.46747666886222733,-0.45877369242160937,0.0,5568
5569,62.8,5.031698209840004,62.8,53.68202510225932,17.11111111111111,12.045569501255176,72.0834276137794,0.27560346140833314,-0.22097956817201922,0.0,5569
5570,62.8,5.0333760302787995,62.8,53.690999858810486,17.11111111111111,12.050555477116937,72.10712292638289,0.1912224850630022,-0.09055325873527816,0.0,5570
5571,62.8,5.035715985074595,62.8,53.70351193553913,17.11111111111111,12.057506630855075,72.14016897311726,0.17599412837409506,-0.0355968406262965,0.0,5571
5572,62.8,5.037729736210251,62.8,53.71427558503753,17.11111111111111,12.06348643613196,72.16860785487009,0.21145063300771472,-0.090625564868354,0.0,5572
5573,62.8,5.039405747536943,62.8,53.723231051668776,17.11111111111111,12.068461695371543,72.19227681352423,0.1912224850630022,-0.09066180546149188,0.0,5573
5574,62.8,5.037881346865679,62.8,53.715085799235865,17.11111111111111,12.063936555131036,72.17074893929598,0.9821899010690742,-1.0736539413448933,0.0,5574
5575,62.8,5.035778099829057,62.8,53.70384400114712,17.11111111111111,12.0576911117484,72.1410461837321,1.1374725936206196,-1.2636674158180188,0.0,5575
5576,62.8,5.033221089037098,62.8,53.69017118165714,17.11111111111111,12.050095100920634,72.10493475098733,1.1097192043178625,-1.2631398518353443,0.0,5576
5577,62.8,5.030304791532317,62.8,53.67456959087389,17.11111111111111,12.041427550485492,72.06374864970651,1.1782899290431776,-1.3532677793299743,0.0,5577
5578,62.8,5.028967578612779,62.8,53.66741306769451,17.11111111111111,12.037451704274728,72.0448633176126,1.3183080965506535,-1.3985408717230114,0.0,5578
5579,62.8,5.027645449184307,62.8,53.66033559253039,17.11111111111111,12.033519773627994,72.02619086831531,1.31884132994947,-1.3981690956578074,0.0,5579
5580,62.8,5.025107836581616,62.8,53.646746856775856,17.11111111111111,12.025970475986588,71.9903517462093,1.2597289916581715,-1.4119857478195885,0.0,5580
5581,62.8,5.023750082859931,62.8,53.639473657167116,17.11111111111111,12.021929809537287,71.97117575554948,1.3283462676271012,-1.4098114909282438,0.0,5581
5582,62.8,5.022462086282613,62.8,53.63257250415626,17.11111111111111,12.018095835642367,71.95298483175708,1.3321507737575358,-1.409430568396642,0.0,5582
5583,62.8,5.020482516971957,62.8,53.62196277690702,17.11111111111111,12.012201542726123,71.9250262745022,1.1931662260643785,-1.3119403847037814,0.0,5583
5584,62.8,5.0170039678568426,62.8,53.60331001497818,17.11111111111111,12.0018388972101,71.87589603695109,0.9024435789520977,-1.1111565258589726,0.0,5584
5585,62.8,5.015211270433182,62.8,53.59369264443816,17.11111111111111,11.996495913576755,71.85057600963968,1.0028247917809219,-1.1103866372005189,0.0,5585
5586,62.8,5.015173483792425,62.8,53.59348989548274,17.11111111111111,11.99638327526819,71.85004230902815,1.307779167354522,-1.3100463658000052,0.0,5586
5587,62.8,5.012914143453879,62.8,53.58136463412197,17.11111111111111,11.98964701895665,71.81813105410262,1.2520105367606003,-1.3875709570733241,0.0,5587
5588,62.8,5.0119282405177,62.8,53.576072028611435,17.11111111111111,11.986706682561909,71.8042058888172,1.3457738440925588,-1.4049280202633372,0.0,5588
5589,62.8,5.010210589144666,62.8,53.56684896257222,17.11111111111111,11.981582756984569,71.7799451217328,1.3015926270128875,-1.4046517093949162,0.0,5589
5590,62.8,5.007822061184433,62.8,53.55401886222387,17.11111111111111,11.974454923457706,71.74620824592137,1.260858639825253,-1.404170317439267,0.0,5590
5591,62.8,5.006178144378934,62.8,53.54518529378079,17.11111111111111,11.969547385433772,71.72298840161653,1.3048658961166757,-1.4035009044466473,0.0,5591
5592,62.8,5.004378633013918,62.8,53.53551266028069,17.11111111111111,11.964173700155937,71.6975705829935,1.2950694955679234,-1.4030401774688988,0.0,5592
5593,62.8,5.002589340331505,62.8,53.525891864046116,17.11111111111111,11.958828813358954,71.67229684606781,1.2937226487232807,-1.4010802096680457,0.0,5593
5594,62.8,5.001645192331742,62.8,53.52081405945663,17.11111111111111,11.956007810809242,71.65896066456214,1.3439303798640205,-1.4005792598498017,0.0,5594
5595,62.8,5.0007054498975,62.8,53.51575909613889,17.11111111111111,11.953199497854941,71.64568664162198,1.3439303798640205,-1.4003149259185639,0.0,5595
5596,62.8,4.9997700924716115,62.8,53.510726875150326,17.11111111111111,11.95040381952796,71.6324744878598,1.3439303798640205,-1.4000518254173118,0.0,5596
5597,62.8,4.998839099592835,62.8,53.50571729794432,17.11111111111111,11.94762072108018,71.61932391523226,1.3439303798640205,-1.399789952590637,0.0,5597
5598,62.8,4.997912450895401,62.8,53.5007302663653,17.11111111111111,11.944850147980723,71.60623463703409,1.3439303798640205,-1.3995293017099881,0.0,5598
5599,62.8,4.9968450613413244,62.8,53.494984770016586,17.11111111111111,11.94165820556477,71.5911572540191,1.3352264938289373,-1.399269867073543,0.0,5599
5600,62.8,4.995782652420176,62.8,53.48926499139935,17.11111111111111,11.938480550777419,71.57615013472895,1.3352264938289373,-1.3989710290978636,0.0,5600
5601,62.8,4.994870764037931,62.8,53.484354713610514,17.11111111111111,11.935752618672508,71.56326913043715,1.3439602826196433,-1.3986735855542882,0.0,5601
5602,62.8,4.993921575965298,62.8,53.47924273384412,17.11111111111111,11.9329126299134,71.54986117393544,1.3235834836114497,-1.3805347679693765,0.0,5602
5603,62.8,4.994060053217206,62.8,53.47998857589268,17.11111111111111,11.933326986607048,71.55181726806012,1.3885810565292338,-1.3802724214147781,0.0,5603
5604,62.8,4.9930421480446725,62.8,53.474505679938595,17.11111111111111,11.93028093329922,71.53743856516954,1.319236384858011,-1.3803106952100093,0.0,5604
5605,62.8,4.99282165578867,62.8,53.47331787735756,17.11111111111111,11.929621042976422,71.53432392955406,1.3667998205424101,-1.3800293559026353,0.0,5605
5606,62.8,4.994378281441308,62.8,53.48170249111241,17.11111111111111,11.934279161729116,71.55631247250504,1.473365953098626,-1.3799684139403985,0.0,5606
5607,62.8,4.994676872704837,62.8,53.483310556536956,17.11111111111111,11.935172531409421,71.56053028330925,1.3983141262759338,-1.3803986504641643,0.0,5607
5608,62.8,4.9948974371731,62.8,53.48449835278962,17.11111111111111,11.935832418216457,71.56364590640273,1.393715046344988,-1.380481178249204,0.0,5608
5609,62.8,4.994376833877955,62.8,53.481694695039884,17.11111111111111,11.934274830577714,71.55629202464115,1.3493059424614902,-1.3805421401702225,0.0,5609
5610,62.8,4.996270738882746,62.8,53.49189287806831,17.11111111111111,11.939940487815731,71.5830446397329,1.5119142976098727,-1.3982799973223954,0.0,5610
5611,62.8,4.996672500822188,62.8,53.494055815806774,17.11111111111111,11.941142119892653,71.58871974643631,1.408811959255616,-1.3847062428890458,0.0,5611
5612,62.8,4.99642880036067,62.8,53.4927438412143,17.11111111111111,11.940413245119055,71.5852773459226,1.3716531920017778,-1.3862752196929078,0.0,5612
5613,62.8,4.994915049599979,62.8,53.484593198201594,17.11111111111111,11.935885110111997,71.5638946937415,1.2953825618733834,-1.3862076075148484,0.0,5613
5614,62.8,4.9923152293692175,62.8,53.470589555530225,17.11111111111111,11.928105308627904,71.52717022255966,1.2312553759234968,-1.38724458976919,0.0,5614
5615,62.8,4.990875593923284,62.8,53.46283230884382,17.11111111111111,11.923795727135458,71.50683402712062,1.1645063617451799,-1.25088448850121,0.0,5615
5616,62.8,4.989344418681315,62.8,53.454579614656886,17.11111111111111,11.919210897031604,71.48520456546596,1.1586532560465015,-1.250523770564606,0.0,5616
5617,62.8,4.988367126112924,62.8,53.44931103879146,17.11111111111111,11.916283910439699,71.47139918186903,1.0043507362246866,-1.0629882903281884,0.0,5617
5618,62.8,4.989210609405821,62.8,53.45385830462092,17.11111111111111,11.918810169233847,71.48331435976347,0.30089093999631894,-0.2502819424225189,0.0,5618
5619,62.8,4.988122610911178,62.8,53.447992714831635,17.11111111111111,11.915551508239798,71.46794511101248,0.9976798723565437,-1.0629597820351036,0.0,5619
5620,62.8,4.988458980375705,62.8,53.44980626369956,17.11111111111111,11.916559035388643,71.47269673240615,0.41170829164794115,-0.39152612377640467,0.0,5620
5621,62.8,4.9876739902833,62.8,53.445573789024046,17.11111111111111,11.914207660568914,71.4616077935275,1.0168880525959172,-1.0639874581402098,0.0,5621
5622,62.8,4.986509096226718,62.8,53.439291865197774,17.11111111111111,11.910717702887652,71.44515215911493,1.1825363536393843,-1.2524299970342638,0.0,5622
5623,62.8,4.985347869538909,62.8,53.43302840993772,17.11111111111111,11.907238005520956,71.42874822349006,1.1838158672539567,-1.2534894685224702,0.0,5623
5624,62.8,4.983987609433997,62.8,53.425689740738335,17.11111111111111,11.903160967076854,71.40953252857553,1.2616290257106977,-1.343244632005368,0.0,5624
5625,62.8,4.98321918655541,62.8,53.421543269009035,17.11111111111111,11.900857371671687,71.39867734865076,1.3424662702317776,-1.3885716429470296,0.0,5625
5626,62.8,4.9839817241421,62.8,53.425657985405444,17.11111111111111,11.903143325225248,71.40944938976362,1.4496143594761446,-1.4038621042747286,0.0,5626
5627,62.8,4.984191604769237,62.8,53.426790419804234,17.11111111111111,11.903772455446797,71.41241427515139,1.3986009546726181,-1.3860081170443288,0.0,5627
5628,62.8,4.984931009735236,62.8,53.430779621717946,17.11111111111111,11.905988678732193,71.42285947509308,1.430430781240069,-1.386066483280187,0.0,5628
5629,62.8,4.986432133325191,62.8,53.43887678109049,17.11111111111111,11.91048710060583,71.44406495483553,1.4944117709239546,-1.4043443555266626,0.0,5629
5630,62.8,4.988378322418767,62.8,53.44937140321541,17.11111111111111,11.916317446230783,71.47155734302044,1.5229894069467376,-1.4062180613321338,0.0,5630
5631,62.8,4.986565592419528,62.8,53.4395965625286,17.11111111111111,11.910886979182555,71.44595024336424,1.2008415062475102,-1.309605306201825,0.0,5631
5632,62.8,4.984043305030806,62.8,53.42599025640643,17.11111111111111,11.903327920225795,71.41031931451985,0.9088395528504527,-1.0601767961738267,0.0,5632
5633,62.8,4.98277427857593,62.8,53.41914224791863,17.11111111111111,11.899523471065905,71.39239230324613,1.033286595978783,-1.10942818327133,0.0,5633
5634,62.8,4.9838360015355745,62.8,53.424871697657736,17.11111111111111,11.902706498698743,71.40739083264167,1.37314664106715,-1.3094432634884718,0.0,5634
5635,62.8,4.9861160406744816,62.8,53.43717193803825,17.11111111111111,11.909539965576805,71.43959971695605,1.5241861478478165,-1.387383799513324,0.0,5635
5636,62.8,4.9882132389849225,62.8,53.44848135034784,17.11111111111111,11.915822972415468,71.4692253419422,1.5334114197967093,-1.4075795211702695,0.0,5636
5637,62.8,4.987660256358993,62.8,53.44549973375105,17.11111111111111,11.914166518750584,71.4614137847222,1.2248000556006193,-1.2579790131564326,0.0,5637
5638,62.8,4.986983375753186,62.8,53.44184967088805,17.11111111111111,11.912138706048916,71.45185198356934,1.0279629687995648,-1.0685758051479912,0.0,5638
5639,62.8,4.987293635181807,62.8,53.44352279269626,17.11111111111111,11.913068218164588,71.45623479791213,0.4125796721870357,-0.3939641064697706,0.0,5639
5640,62.8,4.988115720274351,62.8,53.44795556255423,17.11111111111111,11.915530868085682,71.46784777242355,0.3018118331273688,-0.2524867275747142,0.0,5640
5641,62.8,4.989450097278084,62.8,53.455149271681634,17.11111111111111,11.919527373156464,71.48669739285545,0.1712884729103986,-0.09122585268643824,0.0,5641
5642,62.8,4.991083006595791,62.8,53.4639500426226,17.11111111111111,11.92441669034589,71.50976393503875,0.18922481568950067,-0.0912502566270838,0.0,5642
5643,62.8,4.992805874445003,62.8,53.473232860684355,17.11111111111111,11.92957381149131,71.53410100486425,0.19465219127047959,-0.09128012031774799,0.0,5643
5644,62.8,4.994771267882169,62.8,53.48381890453727,17.11111111111111,11.935454946965152,71.56186367984992,0.15442700853920543,-0.03650340230924237,0.0,5644
5645,62.8,4.997378808277573,62.8,53.497857936358514,17.11111111111111,11.943254409088064,71.59869669363862,0.14759369740358108,0.008858726320715753,0.0,5645
5646,62.8,4.999517148915455,62.8,53.50936589449061,17.11111111111111,11.94964771916145,71.62890158593368,0.11959940208222886,0.008701036190668223,0.0,5646
5647,62.8,5.000914546995085,62.8,53.51688392277552,17.11111111111111,11.953824401541956,71.64864018004269,0.17552103064083407,-0.09167714586309246,0.0,5647
5648,62.8,5.0014938835982425,62.8,53.52000021295314,17.11111111111111,11.955555673862857,71.65682340751842,0.28831816584385067,-0.25355796965439986,0.0,5648
5649,62.8,5.001883390208569,62.8,53.5220952131831,17.11111111111111,11.9567195628795,71.66232523922653,0.4194967145908435,-0.39612631797119446,0.0,5649
5650,62.8,5.001319945926365,62.8,53.51906462459796,17.11111111111111,11.955035902554423,71.65436651130013,1.3811390813716906,-1.4149457383039474,0.0,5650
5651,62.8,4.995897945812804,62.8,53.48988575865753,17.11111111111111,11.938825421476405,71.57777872262979,0.9929509906265082,-1.3182709974401419,0.0,5651
5652,62.8,4.988823814037276,62.8,53.45177315454721,17.11111111111111,11.917651752526229,71.4778504344764,0.6907966235110388,-1.1152445300427853,0.0,5652
5653,62.8,4.980824942073257,62.8,53.40862005964885,17.11111111111111,11.893677810916026,71.3648545838443,0.550615882046154,-1.0305481998872483,0.0,5653
5654,62.8,4.973440906104693,62.8,53.3687288049904,17.11111111111111,11.871516002772443,71.26053967512337,0.5858537037853473,-1.0288958618991928,0.0,5654
5655,62.8,4.969460063885566,62.8,53.347200829100586,17.11111111111111,11.859556016166993,71.2043001747282,0.7650791766024115,-1.0039297097500806,0.0,5655
5656,62.8,4.967732570031205,62.8,53.33785391769665,17.11111111111111,11.85436328760925,71.17989454672423,0.8994765129392153,-1.0031261442007837,0.0,5656
5657,62.8,4.969140443759361,62.8,53.34547168725523,17.11111111111111,11.85859538180846,71.1997846744669,1.0872498591316095,-1.0027774354422916,0.0,5657
5658,62.8,4.969956006290787,62.8,53.34988367560472,17.11111111111111,11.86104648644707,71.21130668880322,1.051082407915241,-1.002148656029644,0.0,5658
5659,62.8,4.972070564003716,62.8,53.36131988172282,17.11111111111111,11.867399934290457,71.24118025722207,1.23316586947132,-1.1062924066956001,0.0,5659
5660,62.8,4.975954952652667,62.8,53.382316553866794,17.11111111111111,11.879064752148219,71.29605631355352,1.6226631688838438,-1.3895998499467908,0.0,5660
5661,62.8,4.97703437423397,62.8,53.388148651862,17.11111111111111,11.882304806589998,71.31130544956636,1.4554507581150808,-1.3906854632369146,0.0,5661
5662,62.8,4.977978297732854,62.8,53.39324772732718,17.11111111111111,11.885137626292877,71.32464030963287,1.3117952217895652,-1.2551598118565148,0.0,5662
5663,62.8,4.977623807257202,62.8,53.39133287106589,17.11111111111111,11.884073817258828,71.31963241117431,0.2303713567938779,-0.25164078533303397,0.0,5663
5664,62.8,4.977511319088502,62.8,53.390725216588855,17.11111111111111,11.883736231438254,71.31804328507158,0.2448735754338865,-0.2516228655558973,0.0,5664
5665,62.8,4.977640366605362,62.8,53.391422322652815,17.11111111111111,11.884123512584898,71.31986634584618,0.25936003020059045,-0.251617179188979,0.0,5665
5666,62.8,4.97782071124179,62.8,53.392396505209774,17.11111111111111,11.884664725116542,71.32241408139276,0.10160845814901456,-0.09078777996335918,0.0,5666
5667,62.8,4.978392738245753,62.8,53.395486261693314,17.11111111111111,11.886381256496286,71.33049511152608,0.12487056832921152,-0.09054894809142953,0.0,5667
5668,62.8,4.979054608735033,62.8,53.39906090350278,17.11111111111111,11.888367168612655,71.33984532879106,0.07571317773985364,-0.03600094838305983,0.0,5668
5669,62.8,4.979633081274488,62.8,53.40218477964491,17.11111111111111,11.890102655358286,71.34801735807147,0.12527974564646552,-0.09057139327910241,0.0,5669
