,T Crawl [F],Crawl Water Content [lb],Crawl Dry Bulb F,Crawl DP F,DB C,DP C,RH_crawl [%],Incoming Water [lb/hr],Outgoing Water [lb/hr],Condensation per SF [lb],Step
2104,49.6,4.223212576797345,49.6,49.00980028770699,9.777777777777779,9.449889048726105,97.82050886751527,0.42407804959101636,-0.8309864574518512,0.0,2104
2105,49.6,4.218411639477313,49.6,48.97974003436272,9.777777777777779,9.43318890797929,97.71063165858943,0.6439581588740391,-0.9320143980759898,0.0,2105
2106,49.6,4.214576157024302,49.6,48.955702808204414,9.777777777777779,9.419834893446897,97.62284830326466,0.9334111022962078,-1.1635400494768113,0.0,2106
2107,49.6,4.212933719327461,49.6,48.945403554962326,9.777777777777779,9.41411308609018,97.58525696386488,1.0682889190276925,-1.1668351808381512,0.0,2107
2108,49.6,4.212263176554667,49.6,48.94119774175761,9.777777777777779,9.411776523198673,97.56990979686279,1.0142263216244747,-1.0544588879921435,0.0,2108
2109,49.6,4.212367977377979,49.6,48.94185511841994,9.777777777777779,9.41214173245552,97.57230844818322,1.060579106650195,-1.054291057251463,0.0,2109
2110,49.6,4.212416597810622,49.6,48.942160091376756,9.777777777777779,9.412311161875976,97.57342125828082,0.8993628813599546,-0.8964456554014254,0.0,2110
2111,49.6,4.212270419219407,49.6,48.94124317277576,9.777777777777779,9.411801762653202,97.57007556495104,0.8876852869770326,-0.8964560024498882,0.0,2111
2112,49.6,4.214327714618587,49.6,48.95414512806525,9.777777777777779,9.418969515591806,97.61716209304072,0.4536429938195804,-0.3302052698687459,0.0,2112
2113,49.6,4.216382322117441,49.6,48.9670246034483,9.777777777777779,9.4261247796935,97.66418655544906,0.4536429938195804,-0.3303665438884258,0.0,2113
2114,49.6,4.218276683181001,49.6,48.97889458618514,9.777777777777779,9.432719214547301,97.7075429225991,0.4441892710138084,-0.33052760720015845,0.0,2114
2115,49.6,4.220169805642273,49.6,48.99075204386288,9.777777777777779,9.439306691034933,97.7508704782895,0.4442634562650304,-0.3306761085887131,0.0,2115
2116,49.6,4.222585957877493,49.6,49.00587855531008,9.777777777777779,9.447710308505602,97.8061678499902,0.35639120103629196,-0.2114220669230666,0.0,2116
2117,49.6,4.22520222180646,49.6,49.02224915101645,9.777777777777779,9.456805083898029,97.86604423550749,0.2909297745968967,-0.13395393885893933,0.0,2117
2118,49.6,4.228025931486169,49.6,49.039907610671825,9.777777777777779,9.466615339262125,97.93066727672624,0.303459515905389,-0.1340369351228107,0.0,2118
2119,49.6,4.231762354688226,49.6,49.06325763788895,9.777777777777779,9.479587576604974,98.01617697296193,0.3004819803884909,-0.07629658826507778,0.0,2119
2120,49.6,4.235997851196004,49.6,49.08970422586342,9.777777777777779,9.49428012547968,98.11310600000368,0.33069895997139087,-0.07656916950474037,0.0,2120
2121,49.6,4.239868687166654,49.6,49.113853175612746,9.777777777777779,9.507696208673748,98.20168776936833,0.36739373928446456,-0.13514358104541688,0.0,2121
2122,49.6,4.243028394521345,49.6,49.13355099397121,9.777777777777779,9.518639441095118,98.27399434936714,0.4032701271671808,-0.2136876858857245,0.0,2122
2123,49.6,4.246903503685091,49.6,49.15769076148626,9.777777777777779,9.532050423047922,98.36267038565023,0.3681296911004443,-0.13562314127566555,0.0,2123
2124,49.6,4.249942827742521,49.6,49.176610266809064,9.777777777777779,9.542561259338369,98.43221938056901,0.39672138816585223,-0.21436194472008452,0.0,2124
2125,49.6,4.252238695275527,49.6,49.19089380031374,9.777777777777779,9.550496555729854,98.48475503340909,0.4730606412493694,-0.3353085892689672,0.0,2125
2126,49.6,4.254396076240942,49.6,49.20430946459253,9.777777777777779,9.557949702551404,98.53412111852631,0.46536325144885654,-0.3359203935239498,0.0,2126
2127,49.6,4.257715305945337,49.6,49.224938197351875,9.777777777777779,9.56941010963993,98.61007193318807,0.41421690743451695,-0.2150631251708406,0.0,2127
2128,49.6,4.261684711953112,49.6,49.24958883507264,9.777777777777779,9.583104908373691,98.70089825177456,0.45339527535429186,-0.2152309148877815,0.0,2128
2129,49.6,4.268949436634057,49.6,49.29465076099206,9.777777777777779,9.608139311662258,98.86712142576273,0.5138238983470972,-0.07794041749041411,0.0,2129
2130,49.6,4.275523565512765,49.6,49.33536992582697,9.777777777777779,9.63076106990387,99.01753729302496,0.4725210121473513,-0.07807327942480302,0.0,2130
2131,49.6,4.283391731588269,49.6,49.384030573580304,9.777777777777779,9.657794763100169,99.19755334983944,0.46464576493979126,0.007444199590385566,0.0,2131
2132,49.6,4.290427128112104,49.6,49.4274732733665,9.777777777777779,9.681929596314724,99.35850966785192,0.3815590437179699,0.04056474771215657,0.0,2132
2133,49.6,4.29799457600304,49.6,49.474130222226286,9.777777777777779,9.707850123459048,99.53163115722951,0.38476642912808867,0.06928044432807329,0.0,2133
2134,49.6,4.307283706209034,49.6,49.53130177259502,9.777777777777779,9.739612095886123,99.74412968199924,0.44000086988954723,0.1173469424701297,0.0,2134
2135,49.6,4.316242465196473,49.6,49.586335574086,9.777777777777779,9.770186430047778,99.94906006172673,0.4199249782551267,0.11760056099118751,0.0,2135
2136,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.4541207460373848,0.13830502939997635,8.879916326270228e-05,2136
2137,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.4373966863960111,0.15680742530971367,0.00011502208898678577,2137
2138,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.48561846113322626,0.15680742530971367,0.0001243565401554298,2138
2139,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.459732029004948,0.15680742530971367,0.00011934561639850682,2139
2140,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.4148035337584992,0.15680742530971367,0.00011064865642048667,2140
2141,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.46678705043658775,0.15677287755426186,0.00012070459310701823,2141
2142,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.4368618855412602,0.15681433486080398,0.00011491990329114547,2142
2143,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.48629375775210293,0.15681433486080398,0.00012448859709889552,2143
2144,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.3750758149226535,0.13830502939997635,9.93768572053095e-05,2144
2145,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.3881634420477074,0.0952146504576766,9.356912359763846e-05,2145
2146,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.36680965005108107,0.007373872923620823,7.243196340973518e-05,2146
2147,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.4008002539397993,-0.031916598396541464,7.140605024066195e-05,2147
2148,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.4035340690503548,-0.07939937896697609,6.274384244742757e-05,2148
2149,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.4536315797451019,-0.2189564190245238,4.54268603795159e-05,2149
2150,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.4536315797451019,-0.2189564190245238,4.54268603795159e-05,2150
2151,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.4973296480704624,-0.3420296885233796,3.0061935645971788e-05,2151
2152,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.44575663606950616,-0.13881357236022607,5.941600149230944e-05,2152
2153,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.44194556328611423,-0.031916598396541464,7.937068619620459e-05,2153
2154,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.4318125159209771,-0.031916598396541464,7.740919812707069e-05,2154
2155,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.43193249572367065,-0.031916598396541464,7.743242302112693e-05,2155
2156,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.4350145013522365,0.007373872923620823,8.5634605938034e-05,2156
2157,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.40166931347626617,0.04065994434626934,8.562316256727822e-05,2157
2158,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.3618552438187102,0.04977226032422202,7.968012081745299e-05,2158
2159,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.3621101921413945,0.05850938767796869,8.142074715822247e-05,2159
2160,49.6,4.3184694314683005,49.6,49.6,9.777777777777779,9.777777777777779,100.0,0.36343390395668385,0.06681190426813241,8.328412857623353e-05,2160
2161,51.3,4.325772996327748,51.3,49.644769680390894,10.722222222222221,9.802649822439387,94.03698958659724,0.3664592399262573,0.07175465164061369,0.0,2161
2162,51.3,4.333684253833292,51.3,49.69318816364395,10.722222222222221,9.829548979802196,94.20686626080304,0.39487635859111464,0.07979909174153665,0.0,2162
2163,51.3,4.34161188455435,51.3,49.741627573958496,10.722222222222221,9.856459763310276,94.37708690096116,0.3880557096722842,0.08760213359120704,0.0,2163
2164,51.3,4.349797526475327,51.3,49.79156049563734,10.722222222222221,9.884200275354079,94.55283951467703,0.3959012642879603,0.0952372509706335,0.0,2164
2165,51.3,4.358346700259951,51.3,49.843621287634654,10.722222222222221,9.913122937574808,94.73638879066057,0.39459452428486547,0.11835590279258092,0.0,2165
2166,51.3,4.366529419631573,51.3,49.89336500187211,10.722222222222221,9.940758334373395,94.91206205536429,0.37237464058967357,0.11858852170765713,0.0,2166
2167,51.3,4.373889217019517,51.3,49.93803486631494,10.722222222222221,9.965574925730525,95.07006122956763,0.34580400324992755,0.09578384002668466,0.0,2167
2168,51.3,4.380935859133481,51.3,49.980741061710134,10.722222222222221,9.989300589838964,95.22133147457404,0.38221583312663676,0.0405826937111939,0.0,2168
2169,51.3,4.385909090644292,51.3,50.010844357329326,10.722222222222221,10.006024642960737,95.32808819778145,0.38022416489933775,-0.08183027425071379,0.0,2169
2170,51.3,4.3901428663916535,51.3,50.036447615155986,10.722222222222221,10.020248675086659,95.4189692028078,0.3965959583603742,-0.14256941351866506,0.0,2170
2171,51.3,4.3942043820902015,51.3,50.06098839161374,10.722222222222221,10.033882439785412,95.50615048187984,0.38639797956210115,-0.142707037649215,0.0,2171
2172,51.3,4.39825973692675,51.3,50.08547169656309,10.722222222222221,10.047484275868383,95.59319752218481,0.38589107560166264,-0.1425697854087413,0.0,2172
2173,51.3,4.400385678653492,51.3,50.09829852725143,10.722222222222221,10.054610292917461,95.63882946156605,0.47769210915942595,-0.3501356055549278,0.0,2173
2174,51.3,4.402496304018836,51.3,50.111027461754446,10.722222222222221,10.061681923196915,95.68413210353688,0.4764952897493716,-0.3498577678287331,0.0,2174
2175,51.3,4.4008104967868835,51.3,50.10086099484059,10.722222222222221,10.056033886022549,95.64794783742855,0.8473154377890278,-0.9484638717061562,0.0,2175
2176,51.3,4.397759389597901,51.3,50.0824520534351,10.722222222222221,10.045806696352832,95.58245781659286,0.9327484377632284,-1.115814869102154,0.0,2176
2177,51.3,4.396083644936546,51.3,50.0723365371732,10.722222222222221,10.040186965096222,95.54648857317358,0.846898681868473,-0.947443361549789,0.0,2177
2178,51.3,4.39819962395724,51.3,50.085108925395524,10.722222222222221,10.047282736330846,95.59190722891199,0.47602853216440844,-0.34906979092276585,0.0,2178
2179,51.3,4.401536617553223,51.3,50.10524038226747,10.722222222222221,10.058466879037482,95.6635333787154,0.42421499662346274,-0.22399538086456336,0.0,2179
2180,51.3,4.405753695276101,51.3,50.13066169227684,10.722222222222221,10.072589829042688,95.75404796647338,0.3955710676541444,-0.1425464042814317,0.0,2180
2181,51.3,4.409968496789108,51.3,50.15604753045618,10.722222222222221,10.086693072475654,95.8445115448313,0.3955710676541444,-0.14268297687373377,0.0,2181
2182,51.3,4.414596440907297,51.3,50.1838967357424,10.722222222222221,10.102164853190223,95.94384005028654,0.4204961228409273,-0.14281947574961337,0.0,2182
2183,51.3,4.420054023724507,51.3,50.21670483488859,10.722222222222221,10.120391574938106,96.06097156656135,0.40926556394008823,-0.08181059490746348,0.0,2183
2184,51.3,4.425478906159419,51.3,50.24928044566303,10.722222222222221,10.138489136479462,96.17739768550355,0.4074046800537143,-0.0819117339590188,0.0,2184
2185,51.3,4.430906619557965,51.3,50.28183730795471,10.722222222222221,10.156576282197062,96.29388099280186,0.40767507092508476,-0.08201226701232137,0.0,2185
2186,51.3,4.4373404720677225,51.3,50.32038305855077,10.722222222222221,10.17799058808376,96.43195227114177,0.41931328533133133,-0.0332821347458829,0.0,2186
2187,51.3,4.443743537593734,51.3,50.35869473038283,10.722222222222221,10.199274850212683,96.56935787816492,0.4175143932890624,-0.03333046172827059,0.0,2187
2188,51.3,4.450389575724107,51.3,50.398407959293905,10.722222222222221,10.221337755163281,96.71197226583573,0.43214084528088276,-0.033378557458540056,0.0,2188
2189,51.3,4.458007163566521,51.3,50.44386143234249,10.722222222222221,10.246589684634715,96.87542812759352,0.44989441570190736,0.007160854842923087,0.0,2189
2190,51.3,4.465745629626588,51.3,50.48996505005313,10.722222222222221,10.272202805585072,97.04147056032704,0.4225756669444995,0.0417322966595789,0.0,2190
2191,51.3,4.473218165525541,51.3,50.53441651700197,10.722222222222221,10.296898065001097,97.20180010928587,0.4066695987494784,0.04168255518763375,0.0,2191
2192,51.3,4.478880832095922,51.3,50.56805746747951,10.722222222222221,10.315587481933063,97.3232928839837,0.3733599462226806,-0.03359995199980191,0.0,2192
2193,51.3,4.483650307503551,51.3,50.596362596335666,10.722222222222221,10.331312553519815,97.42561918794583,0.3691704274172857,-0.0830019029594685,0.0,2193
2194,51.3,4.487653402584963,51.3,50.62009873737537,10.722222222222221,10.344499298541873,97.51150112414055,0.38539141028339285,-0.14520570539868705,0.0,2194
2195,51.3,4.4914397761052705,51.3,50.64253240518506,10.722222222222221,10.356962447325033,97.59273175541693,0.37251775925316066,-0.14533534803475562,0.0,2195
2196,51.3,4.495261838199886,51.3,50.66516036066382,10.722222222222221,10.369533533702121,97.67472626774492,0.3745104147275045,-0.14518668905055807,0.0,2196
2197,51.3,4.498231485355348,51.3,50.68272983399308,10.722222222222221,10.379294352218377,97.73843274272764,0.40677871712183766,-0.2285998877941347,0.0,2197
2198,51.3,4.496388628770928,51.3,50.67182807137492,10.722222222222221,10.37323781743051,97.69889891348396,0.8563715398101066,-0.9669429348752474,0.0,2198
2199,51.3,4.494134119348105,51.3,50.658485658884025,10.722222222222221,10.365825366046682,97.65053355399506,0.8312762277865549,-0.9665467931559754,0.0,2199
2200,51.3,4.49036748294944,51.3,50.63618095551151,10.722222222222221,10.353433864173063,97.56972758472044,0.9098158370463344,-1.1358140209661918,0.0,2200
2201,51.3,4.492428544127411,51.3,50.64838791275483,10.722222222222221,10.360215507086016,97.61394391734484,0.47885245703830787,-0.355188786360098,0.0,2201
2202,51.3,4.4965927938199615,51.3,50.67303604486476,10.722222222222221,10.373908913813755,97.70327877873315,0.3939889807800038,-0.14413399922693332,0.0,2202
2203,51.3,4.500716223328395,51.3,50.69742243872983,10.722222222222221,10.387456910405461,97.79173586348028,0.39167337452070883,-0.14426760401464916,0.0,2203
2204,51.3,4.50540663346526,51.3,50.725137714977,10.722222222222221,10.402854286098336,97.89235348922017,0.3637365869624519,-0.08231197875061258,0.0,2204
2205,51.3,4.510281159486523,51.3,50.75391356394504,10.722222222222221,10.418840868858357,97.99691790505803,0.37486932124880645,-0.08239775997305804,0.0,2205
2206,51.3,4.515154199700259,51.3,50.78265283006126,10.722222222222221,10.434807127811812,98.10144757310874,0.37486932124880645,-0.08248690842463154,0.0,2206
2207,51.3,4.520025754559359,51.3,50.811355598065795,10.722222222222221,10.450753110036553,98.20594250583505,0.37486932124880645,-0.08257602970280609,0.0,2207
2208,51.3,4.525866037045738,51.3,50.84572954774923,10.722222222222221,10.469849748749573,98.33121287550628,0.3834637614794374,-0.03304681229673445,0.0,2208
2209,51.3,4.531965493314056,51.3,50.88158654614114,10.722222222222221,10.489770303411747,98.46203795111981,0.39887838771262574,-0.03291101161354772,0.0,2209
2210,51.3,4.5380642103526725,51.3,50.91739603402275,10.722222222222221,10.509664463345974,98.5928426686784,0.39887838771262574,-0.03295536539566143,0.0,2210
2211,51.3,4.5451490127226295,51.3,50.95894141308016,10.722222222222221,10.53274522948898,98.74479120019288,0.41673919318585784,0.00834894901163849,0.0,2211
2212,51.3,4.552517001442859,51.3,51.002085954307276,10.722222222222221,10.556714419059599,98.90280681598064,0.4337173398661009,0.008361983347646642,0.0,2212
2213,51.3,4.5601055473197345,51.3,51.046456714199806,10.722222222222221,10.581364841222115,99.0655456841456,0.44678898398041245,0.008523768632141505,0.0,2213
2214,51.3,4.568175443632829,51.3,51.093569502509524,10.722222222222221,10.60753861250529,99.23859962499999,0.4756558019673439,0.008537976818357695,0.0,2214
2215,51.3,4.575767788649502,51.3,51.137826331449475,10.722222222222221,10.632125739694153,99.40140557842355,0.4469876147538135,0.008553086246622628,0.0,2215
2216,51.3,4.582228941464343,51.3,51.175437539664834,10.722222222222221,10.653020855369352,99.53994939223331,0.37910186734436985,0.008567301546044246,0.0,2216
2217,51.3,4.587738893307227,51.3,51.207474196131976,10.722222222222221,10.670818997851098,99.65809300853776,0.36355250112006665,-0.03295539054701159,0.0,2217
2218,51.3,4.59273310590148,51.3,51.23648243091138,10.722222222222221,10.686934683839656,99.76517504245005,0.3326477737757761,-0.03299501812066561,0.0,2218
2219,51.3,4.597108787540618,51.3,51.2618748090575,10.722222222222221,10.701041560587502,99.85899253503932,0.34586079268091896,-0.0833198943326708,0.0,2219
2220,51.3,4.601749008506348,51.3,51.28877869922169,10.722222222222221,10.715988166234272,99.95847939412643,0.36159297657687994,-0.08317971863305693,0.0,2220
2221,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.37538099824881666,-0.0945055634912562,3.188500153122293e-05,2221
2222,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.4129901690487912,-0.08307553280980998,6.386268607025774e-05,2222
2223,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.46846489346989384,-0.14604363996844433,6.24121667637353e-05,2223
2224,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.4774288941962251,-0.08285050465622965,7.63798663453339e-05,2224
2225,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.472295503909012,-0.08285050465622965,7.538617871714505e-05,2225
2226,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.460496651403489,-0.08262731797690136,7.314543813910148e-05,2226
2227,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.45634179199972175,-0.08262731797690136,7.234116802609486e-05,2227
2228,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.44648057800667595,-0.08262731797690136,7.043229965733461e-05,2228
2229,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.43863358427317667,-0.03255800136301611,7.860541674606161e-05,2229
2230,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.4266289701688589,-0.032739202429401607,7.624656750666974e-05,2230
2231,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.39622440556614485,-0.015201738244155667,7.375583959001256e-05,2231
2232,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.38155173693099353,-0.002994973723264772,7.327850623456135e-05,2232
2233,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.3967744044376291,0.008769100387473265,7.850242060106198e-05,2233
2234,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.37910186734436985,0.008619572678220291,7.505254355837596e-05,2234
2235,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.3763267415065591,0.008619572678220291,7.451535311358302e-05,2235
2236,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.4125288741768866,0.008469676674116954,8.149410585579043e-05,2236
2237,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.38301179662764934,0.008469676674116954,7.578038585012309e-05,2237
2238,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.3980523713398347,0.008314992836958635,7.866189782747653e-05,2238
2239,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.39891390000115495,0.008314992836958635,7.88286668289051e-05,2239
2240,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.39885562053807444,0.008165096832855167,7.878836960336162e-05,2240
2241,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.4034583462661451,-0.14770354485909293,4.9507317345537895e-05,2241
2242,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.42306376927602485,-0.14770354485909293,5.330240503618325e-05,2242
2243,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.47538001886280107,-0.3646192677701095,2.144033122197013e-05,2243
2244,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.4761789765361176,-0.3646192677701095,2.1594988146724687e-05,2244
2245,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.4761789765361176,-0.3646192677701095,2.1594988146724687e-05,2245
2246,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.47483368273568255,-0.3650866339352378,2.12441054588529e-05,2246
2247,51.3,4.599830575231068,51.3,51.27765861511226,10.722222222222221,10.709810341729034,99.91734828491356,0.9334500410164494,-1.1647533098053848,0.0,2247
2248,51.3,4.597687718890542,51.3,51.26523276617209,10.722222222222221,10.702907092317828,99.8714050304803,0.86131035622451,-0.9898817366561405,0.0,2248
2249,51.3,4.599558525912895,51.3,51.27608136133962,10.722222222222221,10.708934089633123,99.91151552569582,0.47732652730712305,-0.36507810596594215,0.0,2249
2250,51.3,4.6028863882920605,51.3,51.29536949386644,10.722222222222221,10.719649718814688,99.98286454708631,0.43357548423859366,-0.2339037414886819,0.0,2250
2251,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.4070833552843987,-0.1558859515499158,3.934765424209501e-05,2251
2252,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.37156248951630483,-0.10867497126980546,5.0888021340785535e-05,2252
2253,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.3030821169830436,-0.08486765555174382,4.224050743928029e-05,2253
2254,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.24277044134878548,-0.03439542437154623,4.033585307340542e-05,2254
2255,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.26237700406045705,-0.03439542437154623,4.413116137996434e-05,2255
2256,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.2252912357315447,0.007557410329733306,4.5073295791959794e-05,2256
2257,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.2032821306638495,0.007557410329733306,4.0812919278660947e-05,2257
2258,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.20132130823123254,0.011378837697243762,4.1173082835549835e-05,2258
2259,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.2032821306638495,0.007557410329733306,4.0812919278660947e-05,2259
2260,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.1716265193444636,0.07413333384265954,4.757256159254715e-05,2260
2261,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.24365092969780647,0.10141735294827896,6.679602838677518e-05,2261
2262,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.2725537956718413,0.10141735294827896,7.239085339142571e-05,2262
2263,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.22586598371428715,0.07413333384265954,5.8071877188727525e-05,2263
2264,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.20726724587964804,0.0432223470505287,4.8488113226910426e-05,2264
2265,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.2643580247613467,-0.034210172061806744,4.455049413464118e-05,2265
2266,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.35038716184885654,-0.23411361924421506,2.2507460821644647e-05,2266
2267,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.4572732929673879,-0.3655543683952164,1.7754340799873324e-05,2267
2268,51.3,4.601550352655521,51.3,51.28762739507202,10.722222222222221,10.71534855281779,99.95422024372705,0.8614948069766755,-0.9896114302983648,0.0,2268
2269,51.3,4.597721264256824,51.3,51.2654273266919,10.722222222222221,10.7030151814955,99.87212425390219,0.9344677711200138,-1.164213075041844,0.0,2269
2270,51.3,4.5929786444709615,51.3,51.23790788135867,10.722222222222221,10.687726600754818,99.77043961223633,0.9608188176361818,-1.2453760047879592,0.0,2270
2271,51.3,4.5906175363995025,51.3,51.2241978695314,10.722222222222221,10.680109927517446,99.71981501001778,1.1011072623954874,-1.2427737466829842,0.0,2271
2272,51.3,4.590008717378338,51.3,51.2206616768535,10.722222222222221,10.678145376029724,99.70676119032865,1.1211800907824383,-1.1577092320523217,0.0,2272
2273,51.3,4.5901372665765265,51.3,51.221408361839686,10.722222222222221,10.678560201022048,99.70951744509374,0.9910943388965,-0.9833813870051676,0.0,2273
2274,51.3,4.591098922812497,51.3,51.22699360045492,10.722222222222221,10.681663111363843,99.7301364879757,0.42031324120913793,-0.3626138670509004,0.0,2274
2275,51.3,4.592226702733308,51.3,51.23354234077512,10.722222222222221,10.68530130043062,99.75431727586616,0.2897812228310169,-0.22211442758235805,0.0,2275
2276,51.3,4.593543629240092,51.3,51.241187586795355,10.722222222222221,10.689548659330754,99.78255337077834,0.2260748540665489,-0.14705926365951422,0.0,2276
2277,51.3,4.595311276022649,51.3,51.251446347094465,10.722222222222221,10.695247970608037,99.82045298605907,0.189841000432275,-0.08378219347894555,0.0,2277
2278,51.3,4.597082782393641,51.3,51.261723963345354,10.722222222222221,10.700957757414086,99.85843497442482,0.19010481606027885,-0.08381443380073021,0.0,2278
2279,51.3,4.599210653896621,51.3,51.27406439045938,10.722222222222221,10.707813550255212,99.9040571087001,0.211519034696817,-0.0838467445180115,0.0,2279
2280,51.3,4.601540349828277,51.3,51.28756942280381,10.722222222222221,10.715316346002119,99.95400578454775,0.19695141607479796,-0.05716966017534422,0.0,2280
2281,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.17566653759986367,-0.033476897014706415,2.6110041791001948e-06,2281
2282,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.200317318765588,-0.03329127641011644,3.233179294531594e-05,2282
2283,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.24293972745569795,0.008314992836958635,4.863622150458061e-05,2283
2284,51.3,4.603685629710884,51.3,51.3,10.722222222222221,10.722222222222221,100.0,0.19685207414528966,0.008469676674116954,3.97448220711147e-05,2284
